0,1,2,3,4,5,6,7,8,9,10
cream cheese ,whipped/sour cream,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
specialty bar,chewing gum,,,,,,,,,
soda,domestic eggs,,,,,,,,,
meat,processed cheese,root vegetables,cat food,,,,,,,
butter milk,margarine,,,,,,,,,
beverages,shopping bags,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
butter milk,bottled beer,,,,,,,,,
shopping bags,tropical fruit,red/blush wine,,,,,,,,
frankfurter,bottled water,,,,,,,,,
long life bakery product,other vegetables,,,,,,,,,
onions,whole milk,,,,,,,,,
citrus fruit,onions,,,,,,,,,
ham,spread cheese,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
bottled beer,fruit/vegetable juice,fruit/vegetable juice,,,,,,,,
onions,sugar,mustard,rolls/buns,,,,,,,
brown bread,newspapers,,,,,,,,,
yogurt,soda,yogurt,,,,,,,,
canned beer,whole milk,bottled beer,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
margarine,domestic eggs,,,,,,,,,
frankfurter,bottled beer,other vegetables,bottled beer,,,,,,,
newspapers,processed cheese,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
other vegetables,tropical fruit,onions,cream cheese ,root vegetables,root vegetables,yogurt,,,,
whole milk,margarine,rolls/buns,,,,,,,,
beef,flour,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
whole milk,whole milk,candles,,,,,,,,
ice cream,fruit/vegetable juice,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
coffee,yogurt,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
soda,cling film/bags,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
chicken,frozen vegetables,candy,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
dessert,spread cheese,,,,,,,,,
berries,specialty bar,,,,,,,,,
ice cream,beef,yogurt,canned beer,,,,,,,
beef,white wine,pip fruit,,,,,,,,
canned beer,sugar,,,,,,,,,
butter milk,specialty fat,,,,,,,,,
shopping bags,whipped/sour cream,,,,,,,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
whole milk,detergent,,,,,,,,,
margarine,rolls/buns,root vegetables,,,,,,,,
pip fruit,ice cream,newspapers,pastry,,,,,,,
tropical fruit,whole milk,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
dish cleaner,whole milk,flower (seeds),flour,chewing gum,dog food,,,,,
frankfurter,whole milk,,,,,,,,,
pork,cream cheese ,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
long life bakery product,long life bakery product,whipped/sour cream,soda,,,,,,,
butter,male cosmetics,newspapers,,,,,,,,
sausage,zwieback,sliced cheese,other vegetables,bottled beer,soda,,,,,
UHT-milk,canned fish,,,,,,,,,
other vegetables,soda,yogurt,,,,,,,,
root vegetables,salty snack,,,,,,,,,
canned fish,cream cheese ,,,,,,,,,
onions,other vegetables,,,,,,,,,
root vegetables,yogurt,bottled water,,,,,,,,
roll products ,rice,,,,,,,,,
ice cream,butter,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
citrus fruit,tropical fruit,soda,bottled water,,,,,,,
yogurt,pot plants,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
other vegetables,root vegetables,bottled water,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,sugar,,,,,,,,,
packaged fruit/vegetables,specialty cheese,margarine,margarine,,,,,,,
butter,candy,,,,,,,,,
tropical fruit,soda,canned beer,,,,,,,,
seasonal products,white wine,,,,,,,,,
hamburger meat,hygiene articles,soda,tropical fruit,,,,,,,
other vegetables,canned fish,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
bottled beer,jam,male cosmetics,dessert,,,,,,,
butter,bottled beer,,,,,,,,,
salty snack,butter,,,,,,,,,
canned beer,whole milk,onions,coffee,,,,,,,
pasta,whole milk,waffles,,,,,,,,
grapes,grapes,,,,,,,,,
photo/film,bottled water,,,,,,,,,
mayonnaise,curd,,,,,,,,,
bottled beer,rolls/buns,soda,,,,,,,,
liquor,butter milk,,,,,,,,,
bottled beer,tropical fruit,domestic eggs,baking powder,,,,,,,
citrus fruit,coffee,,,,,,,,,
softener,salty snack,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
citrus fruit,pastry,salt,,,,,,,,
curd,tropical fruit,,,,,,,,,
canned beer,frozen vegetables,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
chicken,citrus fruit,,,,,,,,,
whole milk,napkins,pastry,long life bakery product,,,,,,,
hygiene articles,pastry,,,,,,,,,
whole milk,pastry,seasonal products,berries,long life bakery product,yogurt,coffee,,,,
rolls/buns,shopping bags,,,,,,,,,
berries,beverages,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
tropical fruit,detergent,,,,,,,,,
photo/film,chewing gum,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
pastry,whole milk,citrus fruit,newspapers,,,,,,,
root vegetables,ice cream,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
brown bread,chocolate,,,,,,,,,
butter,rolls/buns,,,,,,,,,
chicken,other vegetables,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
sausage,tropical fruit,frozen vegetables,other vegetables,shopping bags,,,,,,
UHT-milk,whole milk,newspapers,domestic eggs,,,,,,,
pastry,other vegetables,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
other vegetables,instant coffee,instant coffee,hygiene articles,,,,,,,
pork,soda,,,,,,,,,
hamburger meat,pet care,pastry,,,,,,,,
sausage,soda,,,,,,,,,
tropical fruit,onions,,,,,,,,,
newspapers,chocolate,,,,,,,,,
soups,specialty bar,soda,whipped/sour cream,,,,,,,
pip fruit,butter,,,,,,,,,
canned beer,organic sausage,tropical fruit,shopping bags,,,,,,,
chocolate,frankfurter,yogurt,margarine,canned vegetables,,,,,,
rolls/buns,other vegetables,,,,,,,,,
frankfurter,other vegetables,specialty bar,,,,,,,,
sausage,curd,fruit/vegetable juice,,,,,,,,
beef,root vegetables,butter milk,,,,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
soda,whole milk,,,,,,,,,
sausage,chocolate,newspapers,pastry,,,,,,,
ham,whole milk,,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
oil,butter,,,,,,,,,
hard cheese,butter,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
cream cheese ,cream cheese ,,,,,,,,,
roll products ,specialty chocolate,,,,,,,,,
sausage,beverages,,,,,,,,,
sausage,other vegetables,citrus fruit,curd,red/blush wine,dessert,specialty chocolate,white bread,pastry,,
canned vegetables,whole milk,,,,,,,,,
soda,sliced cheese,butter,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
pork,flour,,,,,,,,,
sausage,detergent,hygiene articles,,,,,,,,
sausage,coffee,yogurt,white wine,,,,,,,
pip fruit,shopping bags,,,,,,,,,
pastry,meat spreads,,,,,,,,,
whole milk,soda,tea,,,,,,,,
fruit/vegetable juice,ketchup,,,,,,,,,
beef,whole milk,fruit/vegetable juice,hygiene articles,,,,,,,
root vegetables,shopping bags,,,,,,,,,
pork,sugar,,,,,,,,,
frankfurter,hard cheese,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
other vegetables,other vegetables,whole milk,,,,,,,,
salty snack,whole milk,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
bottled water,soda,,,,,,,,,
yogurt,butter,,,,,,,,,
whipped/sour cream,whipped/sour cream,,,,,,,,,
pastry,baking powder,,,,,,,,,
spread cheese,specialty chocolate,sugar,,,,,,,,
butter,whole milk,,,,,,,,,
beef,bottled water,,,,,,,,,
canned beer,pip fruit,,,,,,,,,
other vegetables,hard cheese,chocolate,,,,,,,,
root vegetables,rolls/buns,salty snack,,,,,,,,
long life bakery product,curd,pot plants,soda,,,,,,,
soda,soda,,,,,,,,,
coffee,whole milk,mustard,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
long life bakery product,hard cheese,,,,,,,,,
artif. sweetener,herbs,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
dessert,meat,,,,,,,,,
rolls/buns,soda,chocolate,,,,,,,,
hard cheese,Instant food products,,,,,,,,,
specialty bar,condensed milk,,,,,,,,,
other vegetables,kitchen towels,,,,,,,,,
UHT-milk,bottled beer,domestic eggs,rolls/buns,,,,,,,
chicken,soups,bottled water,,,,,,,,
sliced cheese,other vegetables,,,,,,,,,
pot plants,chicken,,,,,,,,,
condensed milk,berries,tea,frozen vegetables,cat food,,,,,,
root vegetables,other vegetables,,,,,,,,,
shopping bags,soda,,,,,,,,,
coffee,hard cheese,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
meat,pork,,,,,,,,,
frankfurter,canned fish,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
whole milk,napkins,,,,,,,,,
chicken,whole milk,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
UHT-milk,coffee,,,,,,,,,
meat,dessert,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
sliced cheese,pasta,,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
canned beer,tropical fruit,kitchen towels,,,,,,,,
photo/film,onions,,,,,,,,,
pork,curd,,,,,,,,,
ice cream,napkins,,,,,,,,,
whole milk,frozen potato products,fruit/vegetable juice,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
domestic eggs,whole milk,artif. sweetener,,,,,,,,
pork,beverages,frozen fish,,,,,,,,
root vegetables,softener,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frankfurter,whole milk,shopping bags,rolls/buns,,,,,,,
tropical fruit,pastry,,,,,,,,,
misc. beverages,dessert,spread cheese,onions,coffee,,,,,,
beef,frozen meals,white bread,,,,,,,,
whole milk,sugar,,,,,,,,,
pork,oil,,,,,,,,,
root vegetables,butter,frozen vegetables,butter,,,,,,,
soda,butter milk,citrus fruit,other vegetables,,,,,,,
chicken,abrasive cleaner,,,,,,,,,
pet care,cake bar,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
yogurt,rolls/buns,soda,,,,,,,,
white bread,curd cheese,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
beef,whole milk,newspapers,,,,,,,,
red/blush wine,frozen fish,,,,,,,,,
cooking chocolate,red/blush wine,cleaner,,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
newspapers,salty snack,,,,,,,,,
white wine,specialty bar,,,,,,,,,
root vegetables,packaged fruit/vegetables,,,,,,,,,
canned vegetables,chocolate marshmallow,,,,,,,,,
root vegetables,chocolate,candy,,,,,,,,
citrus fruit,frozen vegetables,margarine,,,,,,,,
canned beer,grapes,whole milk,dessert,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
meat,coffee,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
white wine,fruit/vegetable juice,,,,,,,,,
canned beer,yogurt,bottled water,,,,,,,,
meat spreads,tropical fruit,rolls/buns,,,,,,,,
salty snack,white wine,,,,,,,,,
tropical fruit,detergent,rolls/buns,coffee,,,,,,,
beverages,cake bar,,,,,,,,,
other vegetables,whole milk,artif. sweetener,,,,,,,,
soft cheese,rolls/buns,detergent,,,,,,,,
yogurt,sparkling wine,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
citrus fruit,soda,butter,bottled water,bottled beer,,,,,,
coffee,canned fish,,,,,,,,,
root vegetables,margarine,,,,,,,,,
sausage,tropical fruit,bottled beer,fruit/vegetable juice,,,,,,,
onions,canned fruit,,,,,,,,,
pastry,brown bread,,,,,,,,,
tropical fruit,frozen dessert,,,,,,,,,
prosecco,onions,,,,,,,,,
cleaner,curd,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
frankfurter,detergent,chocolate,,,,,,,,
margarine,frozen meals,dish cleaner,yogurt,,,,,,,
rolls/buns,canned beer,,,,,,,,,
pork,whole milk,,,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
hard cheese,whipped/sour cream,,,,,,,,,
canned beer,tropical fruit,margarine,,,,,,,,
hard cheese,bottled water,,,,,,,,,
tropical fruit,pastry,salty snack,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
sausage,root vegetables,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
chewing gum,coffee,margarine,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
pip fruit,sauces,,,,,,,,,
canned beer,yogurt,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
rolls/buns,baby cosmetics,,,,,,,,,
bottled water,newspapers,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
UHT-milk,root vegetables,cake bar,,,,,,,,
onions,whole milk,,,,,,,,,
other vegetables,rolls/buns,sweet spreads,,,,,,,,
pip fruit,rum,,,,,,,,,
meat,whole milk,,,,,,,,,
frozen meals,bottled beer,root vegetables,potato products,,,,,,,
root vegetables,coffee,sliced cheese,newspapers,,,,,,,
curd,frankfurter,white bread,pip fruit,waffles,,,,,,
berries,bottled water,curd,shopping bags,,,,,,,
whole milk,grapes,,,,,,,,,
soda,tropical fruit,,,,,,,,,
sliced cheese,skin care,,,,,,,,,
dessert,other vegetables,other vegetables,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
whole milk,other vegetables,curd,,,,,,,,
sugar,shopping bags,,,,,,,,,
packaged fruit/vegetables,root vegetables,sliced cheese,pip fruit,,,,,,,
other vegetables,soda,,,,,,,,,
pot plants,packaged fruit/vegetables,butter,rolls/buns,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
margarine,whole milk,,,,,,,,,
butter milk,soda,ham,bottled beer,detergent,,,,,,
candy,soda,candy,,,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
root vegetables,pet care,,,,,,,,,
waffles,brown bread,,,,,,,,,
berries,other vegetables,,,,,,,,,
flower soil/fertilizer,rolls/buns,yogurt,ice cream,whipped/sour cream,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
light bulbs,cooking chocolate,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
coffee,margarine,,,,,,,,,
pet care,pastry,,,,,,,,,
root vegetables,newspapers,dishes,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
hamburger meat,tidbits,,,,,,,,,
hamburger meat,rolls/buns,pip fruit,berries,,,,,,,
beverages,canned beer,,,,,,,,,
margarine,coffee,sliced cheese,,,,,,,,
ham,tropical fruit,frozen meals,sparkling wine,,,,,,,
beef,margarine,baking powder,,,,,,,,
sausage,snack products,rolls/buns,,,,,,,,
pork,meat,,,,,,,,,
dishes,salty snack,,,,,,,,,
ham,processed cheese,,,,,,,,,
canned beer,onions,,,,,,,,,
whole milk,pasta,rolls/buns,,,,,,,,
frankfurter,specialty chocolate,,,,,,,,,
chocolate marshmallow,brown bread,,,,,,,,,
other vegetables,red/blush wine,rolls/buns,frozen vegetables,,,,,,,
pickled vegetables,frozen vegetables,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
sausage,fish,,,,,,,,,
whole milk,butter,domestic eggs,,,,,,,,
cat food,bottled beer,beef,brown bread,margarine,rolls/buns,,,,,
abrasive cleaner,yogurt,frozen meals,,,,,,,,
bottled beer,soups,detergent,,,,,,,,
butter,long life bakery product,,,,,,,,,
coffee,bottled water,roll products ,,,,,,,,
UHT-milk,soda,,,,,,,,,
root vegetables,butter,,,,,,,,,
beef,coffee,,,,,,,,,
other vegetables,margarine,,,,,,,,,
chicken,bottled beer,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
dessert,dental care,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
candy,specialty fat,,,,,,,,,
bottled water,bottled water,,,,,,,,,
yogurt,salty snack,,,,,,,,,
soft cheese,frozen vegetables,,,,,,,,,
Instant food products,whipped/sour cream,butter,cake bar,,,,,,,
other vegetables,citrus fruit,pork,shopping bags,,,,,,,
frozen vegetables,yogurt,shopping bags,,,,,,,,
beef,misc. beverages,beef,salty snack,,,,,,,
other vegetables,waffles,butter,,,,,,,,
zwieback,onions,female sanitary products,,,,,,,,
packaged fruit/vegetables,canned beer,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
sausage,pork,,,,,,,,,
butter,margarine,,,,,,,,,
frozen dessert,beef,citrus fruit,root vegetables,,,,,,,
white bread,red/blush wine,,,,,,,,,
frozen vegetables,citrus fruit,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
salty snack,napkins,sugar,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
frankfurter,pip fruit,rolls/buns,,,,,,,,
rolls/buns,baking powder,,,,,,,,,
curd,other vegetables,,,,,,,,,
beef,pip fruit,bottled water,margarine,hygiene articles,,,,,,
pip fruit,soda,,,,,,,,,
frozen vegetables,flour,,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
finished products,whole milk,,,,,,,,,
other vegetables,butter,,,,,,,,,
bottled beer,root vegetables,pip fruit,other vegetables,dessert,rolls/buns,shopping bags,,,,
frankfurter,canned beer,,,,,,,,,
canned beer,hamburger meat,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
yogurt,berries,butter,pastry,,,,,,,
pip fruit,hard cheese,bottled water,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
specialty cheese,onions,,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
soft cheese,chewing gum,cling film/bags,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,,
soda,chocolate,,,,,,,,,
pip fruit,herbs,frozen meals,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
tropical fruit,soft cheese,shopping bags,,,,,,,,
pastry,shopping bags,,,,,,,,,
other vegetables,soap,,,,,,,,,
napkins,dishes,,,,,,,,,
berries,root vegetables,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
frozen vegetables,pot plants,domestic eggs,,,,,,,,
ham,curd,,,,,,,,,
tropical fruit,ice cream,frozen fish,,,,,,,,
beef,frozen fish,whole milk,,,,,,,,
napkins,pastry,,,,,,,,,
bottled water,soda,domestic eggs,jam,whole milk,,,,,,
meat,other vegetables,chewing gum,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
soda,pork,,,,,,,,,
rolls/buns,oil,chocolate,,,,,,,,
pork,frozen meals,margarine,dessert,,,,,,,
other vegetables,yogurt,,,,,,,,,
brown bread,male cosmetics,,,,,,,,,
frozen meals,other vegetables,specialty chocolate,,,,,,,,
meat,whole milk,,,,,,,,,
yogurt,salty snack,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
whole milk,whole milk,,,,,,,,,
white bread,whole milk,white bread,whole milk,newspapers,rolls/buns,canned beer,whole milk,,,
hamburger meat,rolls/buns,,,,,,,,,
meat,butter,cleaner,misc. beverages,,,,,,,
whipped/sour cream,salad dressing,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
yogurt,berries,,,,,,,,,
ham,napkins,rice,,,,,,,,
root vegetables,pastry,,,,,,,,,
root vegetables,yogurt,chocolate,shopping bags,,,,,,,
cocoa drinks,sliced cheese,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
pork,other vegetables,,,,,,,,,
sausage,bottled beer,onions,other vegetables,soda,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
sausage,soda,,,,,,,,,
pork,margarine,,,,,,,,,
meat,beverages,,,,,,,,,
butter,dessert,,,,,,,,,
brown bread,margarine,,,,,,,,,
salty snack,coffee,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
mayonnaise,bottled beer,rolls/buns,specialty fat,,,,,,,
soda,bottled water,,,,,,,,,
bottled water,liquor,,,,,,,,,
pork,yogurt,,,,,,,,,
candy,specialty cheese,,,,,,,,,
soda,yogurt,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
liver loaf,frozen vegetables,soda,curd,,,,,,,
bottled water,pastry,,,,,,,,,
bottled beer,soda,newspapers,,,,,,,,
other vegetables,meat,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
yogurt,pip fruit,misc. beverages,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,
ham,tropical fruit,,,,,,,,,
sausage,fruit/vegetable juice,bottled water,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
hard cheese,soda,,,,,,,,,
white bread,shopping bags,,,,,,,,,
pastry,chewing gum,,,,,,,,,
other vegetables,whole milk,light bulbs,canned beer,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
pip fruit,butter,soda,,,,,,,,
mayonnaise,processed cheese,,,,,,,,,
hard cheese,whole milk,,,,,,,,,
whole milk,whipped/sour cream,frozen vegetables,,,,,,,,
rolls/buns,oil,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
shopping bags,other vegetables,canned vegetables,,,,,,,,
fish,meat,,,,,,,,,
whole milk,canned beer,,,,,,,,,
citrus fruit,brown bread,cat food,,,,,,,,
onions,brown bread,canned vegetables,canned beer,,,,,,,
beef,shopping bags,,,,,,,,,
pork,specialty bar,soda,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
yogurt,tropical fruit,whipped/sour cream,Instant food products,,,,,,,
beef,house keeping products,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
yogurt,red/blush wine,margarine,,,,,,,,
salty snack,tropical fruit,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
beef,cat food,,,,,,,,,
chicken,pickled vegetables,,,,,,,,,
ketchup,rolls/buns,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
chicken,other vegetables,pastry,onions,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
bottled water,whole milk,,,,,,,,,
vinegar,grapes,frozen vegetables,,,,,,,,
frankfurter,sausage,,,,,,,,,
Instant food products,bottled beer,butter,,,,,,,,
bottled beer,domestic eggs,,,,,,,,,
canned fish,yogurt,,,,,,,,,
whole milk,finished products,beef,,,,,,,,
domestic eggs,napkins,,,,,,,,,
newspapers,soda,female sanitary products,,,,,,,,
frankfurter,yogurt,other vegetables,herbs,male cosmetics,,,,,,
frozen meals,frozen vegetables,curd,,,,,,,,
oil,margarine,,,,,,,,,
bottled water,brown bread,,,,,,,,,
sweet spreads,soda,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
brown bread,UHT-milk,beef,red/blush wine,brown bread,rolls/buns,pickled vegetables,,,,
other vegetables,chocolate,,,,,,,,,
meat,bottled water,soda,,,,,,,,
dessert,other vegetables,,,,,,,,,
bottled beer,hamburger meat,other vegetables,,,,,,,,
yogurt,root vegetables,,,,,,,,,
sweet spreads,flower (seeds),,,,,,,,,
root vegetables,pastry,,,,,,,,,
butter,chewing gum,,,,,,,,,
pastry,soda,,,,,,,,,
other vegetables,soda,UHT-milk,salty snack,,,,,,,
